Sl_No,District,Market,Commodity,Variety,Grade,Min_Price_Rs,Max_Price_Rs,Modal_Price_Rs,Date
200,Ratlam,A lot,Wheat,Medium,FAQ,1800,2100,2050,2023-03-25
3694,Ratlam,Sailana,Wheat,Other,FAQ,2100,2550,2150,2023-03-25
1850,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2800,2380,2023-03-26
219,Ratlam,A lot,Wheat,Medium,FAQ,1850,2110,2080,2023-03-26
3684,Ratlam,Sailana,Wheat,Other,FAQ,2075,2550,2200,2023-03-26
2641,Ratlam,Ratlam,Wheat,Other,FAQ,1836,2124,2005,2023-03-27
158,Ratlam,A lot,Wheat,Medium,FAQ,1500,2300,1992,2023-03-27
1917,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3101,2370,2023-03-27
3597,Ratlam,Sailana,Wheat,Other,FAQ,1801,2850,2069,2023-03-27
930,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1800,3100,2400,2023-03-27
2652,Ratlam,Ratlam,Wheat,Other,FAQ,1853,2124,2010,2023-03-28
1915,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3050,2415,2023-03-28
3585,Ratlam,Sailana,Wheat,Other,FAQ,1730,3051,2200,2023-03-28
180,Ratlam,A lot,Wheat,Medium,FAQ,1700,2381,1980,2023-03-28
1846,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1853,2800,2390,2023-03-29
956,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1950,2950,2350,2023-03-29
194,Ratlam,A lot,Wheat,Medium,FAQ,1741,2321,1992,2023-03-29
3624,Ratlam,Sailana,Wheat,Other,FAQ,1926,2525,2100,2023-03-29
3610,Ratlam,Sailana,Wheat,Other,FAQ,1896,2325,2125,2023-03-30
195,Ratlam,A lot,Wheat,Medium,FAQ,1741,2381,1992,2023-03-30
948,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,3100,2400,2023-03-31
1863,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2690,2390,2023-03-31
193,Ratlam,A lot,Wheat,Medium,FAQ,1741,1985,1985,2023-03-31
223,Ratlam,A lot,Wheat,Medium,FAQ,1890,1981,1920,2023-04-01
3640,Ratlam,Sailana,Wheat,Other,FAQ,1990,2270,2000,2023-04-01
4583,Ratlam,Taal,Wheat,Other,FAQ,1850,2300,2050,2023-04-01
1857,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1980,2680,2390,2023-04-01
227,Ratlam,A lot,Wheat,Medium,FAQ,1900,1980,1940,2023-04-02
1870,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2010,2700,2390,2023-04-02
4590,Ratlam,Taal,Wheat,Other,FAQ,1900,2410,2150,2023-04-02
3636,Ratlam,Sailana,Wheat,Other,FAQ,1980,2190,2100,2023-04-02
4584,Ratlam,Taal,Wheat,Other,FAQ,1850,2350,2070,2023-04-03
1862,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2650,2390,2023-04-03
3611,Ratlam,Sailana,Wheat,Other,FAQ,1896,2800,2200,2023-04-03
288,Ratlam,A lot,Wheat,Medium,FAQ,2200,2200,2200,2023-04-03
4404,Ratlam,Taal,Wheat,Medium,FAQ,1755,2710,2150,2023-04-04
1869,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2010,2680,2390,2023-04-04
226,Ratlam,A lot,Wheat,Medium,FAQ,1900,1930,1910,2023-04-04
3647,Ratlam,Sailana,Wheat,Other,FAQ,2000,2425,2100,2023-04-04
2648,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2025,2023-04-05
156,Ratlam,A lot,Wheat,Medium,FAQ,1461,2423,2015,2023-04-05
1919,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3201,2410,2023-04-05
2705,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2350,4410,2730,2023-04-05
4400,Ratlam,Taal,Wheat,Medium,FAQ,0,2825,2175,2023-04-05
3594,Ratlam,Sailana,Wheat,Other,FAQ,1800,2750,2100,2023-04-05
929,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1800,3085,2400,2023-04-05
3612,Ratlam,Sailana,Wheat,Other,FAQ,1900,2574,2200,2023-04-06
1851,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2800,2400,2023-04-06
150,Ratlam,A lot,Wheat,Medium,FAQ,1400,2441,2030,2023-04-06
3702,Ratlam,Sailana,Wheat,Other,FAQ,2110,2600,2300,2023-04-07
4419,Ratlam,Taal,Wheat,Medium,FAQ,1961,2400,2100,2023-04-07
151,Ratlam,A lot,Wheat,Medium,FAQ,1400,2441,2030,2023-04-07
3617,Ratlam,Sailana,Wheat,Other,FAQ,1901,2501,2150,2023-04-08
4417,Ratlam,Taal,Wheat,Medium,FAQ,1950,2350,2050,2023-04-08
239,Ratlam,A lot,Wheat,Medium,FAQ,1950,1980,1970,2023-04-08
199,Ratlam,A lot,Wheat,Medium,FAQ,1800,2000,1995,2023-04-09
3622,Ratlam,Sailana,Wheat,Other,FAQ,1925,2200,2150,2023-04-09
4642,Ratlam,Taal,Wheat,Other,FAQ,2130,2610,2250,2023-04-09
1911,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2965,2415,2023-04-10
4580,Ratlam,Taal,Wheat,Other,FAQ,1759,2700,2180,2023-04-10
3582,Ratlam,Sailana,Wheat,Other,FAQ,1700,4681,2100,2023-04-10
2700,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2300,4636,2900,2023-04-10
2650,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2055,2023-04-10
947,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,3081,2400,2023-04-10
215,Ratlam,A lot,Wheat,Medium,FAQ,1824,2450,2057,2023-04-10
1920,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3300,2410,2023-04-11
4412,Ratlam,Taal,Wheat,Medium,FAQ,1900,1900,1900,2023-04-11
2706,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2352,5300,2900,2023-04-11
168,Ratlam,A lot,Wheat,Medium,FAQ,1601,2400,2010,2023-04-11
2654,Ratlam,Ratlam,Wheat,Other,FAQ,1865,2124,2045,2023-04-11
3595,Ratlam,Sailana,Wheat,Other,FAQ,1800,3000,2091,2023-04-11
3581,Ratlam,Sailana,Wheat,Other,FAQ,1700,3056,2041,2023-04-12
155,Ratlam,A lot,Wheat,Medium,FAQ,1401,2500,2015,2023-04-12
2657,Ratlam,Ratlam,Wheat,Other,FAQ,1870,2124,2065,2023-04-12
1921,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3401,2425,2023-04-12
931,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1800,3175,2115,2023-04-12
2702,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2328,4301,3000,2023-04-12
4403,Ratlam,Taal,Wheat,Medium,FAQ,1751,2700,2110,2023-04-12
1922,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3415,2435,2023-04-13
191,Ratlam,A lot,Wheat,Medium,FAQ,1740,2601,2080,2023-04-13
2701,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2311,3724,2835,2023-04-13
2649,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2050,2023-04-13
3604,Ratlam,Sailana,Wheat,Other,FAQ,1880,3050,2300,2023-04-13
936,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1850,3050,2125,2023-04-13
4592,Ratlam,Taal,Wheat,Other,FAQ,1900,2450,2040,2023-04-13
192,Ratlam,A lot,Wheat,Medium,FAQ,1740,2601,2080,2023-04-14
4431,Ratlam,Taal,Wheat,Medium,FAQ,2125,2125,2125,2023-04-14
3671,Ratlam,Sailana,Wheat,Other,FAQ,2050,2350,2200,2023-04-14
3571,Ratlam,Sailana,Wheat,Other,FAQ,1607,2971,2050,2023-04-15
4598,Ratlam,Taal,Wheat,Other,FAQ,1910,2200,2040,2023-04-15
928,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1800,2900,2400,2023-04-15
181,Ratlam,A lot,Wheat,Medium,FAQ,1700,2400,2015,2023-04-15
4619,Ratlam,Taal,Wheat,Other,FAQ,2000,2000,2000,2023-04-16
182,Ratlam,A lot,Wheat,Medium,FAQ,1700,2400,2015,2023-04-16
3701,Ratlam,Sailana,Wheat,Other,FAQ,2101,2250,2250,2023-04-16
1852,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2800,2400,2023-04-16
2653,Ratlam,Ratlam,Wheat,Other,FAQ,1860,2124,2040,2023-04-17
4409,Ratlam,Taal,Wheat,Medium,FAQ,1840,2610,2150,2023-04-17
3580,Ratlam,Sailana,Wheat,Other,FAQ,1700,2731,2200,2023-04-17
1918,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3175,2390,2023-04-17
169,Ratlam,A lot,Wheat,Medium,FAQ,1612,2450,2025,2023-04-17
2712,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2400,3300,2740,2023-04-17
963,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2010,2776,2400,2023-04-17
2647,Ratlam,Ratlam,Wheat,Other,FAQ,1846,2124,2050,2023-04-18
1916,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3101,2370,2023-04-18
2699,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2280,5400,2910,2023-04-18
176,Ratlam,A lot,Wheat,Medium,FAQ,1700,2300,2040,2023-04-18
4411,Ratlam,Taal,Wheat,Medium,FAQ,1890,2470,2126,2023-04-18
3559,Ratlam,Sailana,Wheat,Other,FAQ,1100,2400,2100,2023-04-18
146,Ratlam,A lot,Wheat,Medium,FAQ,1400,2241,2030,2023-04-19
1842,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1810,2800,2300,2023-04-19
3591,Ratlam,Sailana,Wheat,Other,FAQ,1774,2540,2200,2023-04-19
2637,Ratlam,Ratlam,Wheat,Other,FAQ,1810,2124,2030,2023-04-20
2708,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2380,3250,2800,2023-04-20
1909,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2950,2385,2023-04-20
152,Ratlam,A lot,Wheat,Medium,FAQ,1401,2243,2021,2023-04-20
3632,Ratlam,Sailana,Wheat,Other,FAQ,1970,2350,2250,2023-04-21
940,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2640,2400,2023-04-21
1849,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2750,2390,2023-04-21
153,Ratlam,A lot,Wheat,Medium,FAQ,1401,2243,2021,2023-04-21
4639,Ratlam,Taal,Wheat,Other,FAQ,2100,2100,2100,2023-04-22
1853,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1920,2700,2400,2023-04-22
1841,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1800,2800,2350,2023-04-23
154,Ratlam,A lot,Wheat,Medium,FAQ,1401,2243,2021,2023-04-23
4620,Ratlam,Taal,Wheat,Other,FAQ,2000,2000,2000,2023-04-23
3689,Ratlam,Sailana,Wheat,Other,FAQ,2100,2250,2250,2023-04-23
933,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1850,2700,2200,2023-04-24
166,Ratlam,A lot,Wheat,Medium,FAQ,1576,2400,2030,2023-04-24
1908,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2946,2360,2023-04-24
4605,Ratlam,Taal,Wheat,Other,FAQ,1950,2450,2025,2023-04-24
3563,Ratlam,Sailana,Wheat,Other,FAQ,1500,2801,2200,2023-04-24
2638,Ratlam,Ratlam,Wheat,Other,FAQ,1810,2124,2040,2023-04-24
2729,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2635,4451,3250,2023-04-24
167,Ratlam,A lot,Wheat,Medium,FAQ,1576,2440,2035,2023-04-25
2635,Ratlam,Ratlam,Wheat,Other,FAQ,1807,2124,2030,2023-04-25
932,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1850,2572,2300,2023-04-25
1899,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2801,2380,2023-04-25
3596,Ratlam,Sailana,Wheat,Other,FAQ,1801,2626,2171,2023-04-25
2726,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2590,3801,3200,2023-04-25
2714,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2410,3345,2680,2023-04-26
4420,Ratlam,Taal,Wheat,Medium,FAQ,1980,2460,2070,2023-04-26
2633,Ratlam,Ratlam,Wheat,Other,FAQ,1801,2124,2040,2023-04-26
1903,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2850,2365,2023-04-26
3578,Ratlam,Sailana,Wheat,Other,FAQ,1700,2660,2200,2023-04-26
206,Ratlam,A lot,Wheat,Medium,FAQ,1800,2300,2040,2023-04-26
953,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1950,2699,2200,2023-04-26
938,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2600,2200,2023-04-27
1895,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2766,2350,2023-04-27
2716,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2415,3318,2690,2023-04-27
2634,Ratlam,Ratlam,Wheat,Other,FAQ,1801,2124,2040,2023-04-27
175,Ratlam,A lot,Wheat,Medium,FAQ,1700,2170,2050,2023-04-27
4418,Ratlam,Taal,Wheat,Medium,FAQ,1950,2460,2060,2023-04-27
190,Ratlam,A lot,Wheat,Medium,FAQ,1725,2222,2071,2023-04-28
3583,Ratlam,Sailana,Wheat,Other,FAQ,1717,2581,2000,2023-04-28
957,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1990,2800,2400,2023-04-28
2720,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2458,3186,2580,2023-04-28
4610,Ratlam,Taal,Wheat,Other,FAQ,1970,2465,2040,2023-04-28
2645,Ratlam,Ratlam,Wheat,Other,FAQ,1842,2124,2060,2023-04-28
1910,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2950,2390,2023-04-28
220,Ratlam,A lot,Wheat,Medium,FAQ,1876,2105,2068,2023-04-29
3603,Ratlam,Sailana,Wheat,Other,FAQ,1860,2573,2200,2023-04-29
952,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1950,2650,2300,2023-04-29
1844,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1850,2800,2385,2023-04-30
221,Ratlam,A lot,Wheat,Medium,FAQ,1876,2105,2068,2023-04-30
3619,Ratlam,Sailana,Wheat,Other,FAQ,1911,2620,2251,2023-05-01
242,Ratlam,A lot,Wheat,Medium,FAQ,1952,2176,2070,2023-05-01
2636,Ratlam,Ratlam,Wheat,Other,FAQ,1809,2124,2050,2023-05-01
937,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2599,2400,2023-05-01
2697,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2250,3551,2730,2023-05-01
1914,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3015,2380,2023-05-01
3561,Ratlam,Sailana,Wheat,Other,FAQ,1401,2543,2341,2023-05-02
2655,Ratlam,Ratlam,Wheat,Other,FAQ,1865,2124,2060,2023-05-02
173,Ratlam,A lot,Wheat,Medium,FAQ,1675,2251,2076,2023-05-02
2696,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2228,3586,2775,2023-05-02
944,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2750,2300,2023-05-02
1902,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2830,2370,2023-05-02
243,Ratlam,A lot,Wheat,Medium,FAQ,1952,2176,2070,2023-05-03
2695,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2220,3480,2690,2023-05-03
2659,Ratlam,Ratlam,Wheat,Other,FAQ,1900,2124,2075,2023-05-03
3634,Ratlam,Sailana,Wheat,Other,FAQ,1974,2535,2170,2023-05-03
941,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2650,2300,2023-05-03
1912,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2990,2400,2023-05-03
217,Ratlam,A lot,Wheat,Medium,FAQ,1840,2174,2051,2023-05-04
1868,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2800,2400,2023-05-05
3687,Ratlam,Sailana,Wheat,Other,FAQ,2100,2100,2100,2023-05-05
218,Ratlam,A lot,Wheat,Medium,FAQ,1840,2174,2051,2023-05-05
3629,Ratlam,Sailana,Wheat,Other,FAQ,1960,2572,2200,2023-05-06
2718,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2415,4000,2820,2023-05-06
943,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2736,2300,2023-05-06
4622,Ratlam,Taal,Wheat,Other,FAQ,2000,2520,2125,2023-05-06
1901,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2815,2410,2023-05-06
2643,Ratlam,Ratlam,Wheat,Other,FAQ,1838,2124,2050,2023-05-06
185,Ratlam,A lot,Wheat,Medium,FAQ,1704,2192,2090,2023-05-06
1867,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2000,2700,2390,2023-05-07
186,Ratlam,A lot,Wheat,Medium,FAQ,1704,2192,2090,2023-05-07
3703,Ratlam,Sailana,Wheat,Other,FAQ,2111,2351,2351,2023-05-07
1907,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2912,2375,2023-05-08
213,Ratlam,A lot,Wheat,Medium,FAQ,1819,2212,2075,2023-05-08
4421,Ratlam,Taal,Wheat,Medium,FAQ,1980,2690,2080,2023-05-08
2644,Ratlam,Ratlam,Wheat,Other,FAQ,1840,2112,2050,2023-05-08
2709,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2380,3434,2720,2023-05-08
949,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1910,2611,2300,2023-05-08
3593,Ratlam,Sailana,Wheat,Other,FAQ,1800,2466,2150,2023-05-08
974,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2090,2661,2300,2023-05-09
1923,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2127,2872,2385,2023-05-09
3592,Ratlam,Sailana,Wheat,Other,FAQ,1800,2446,2150,2023-05-09
4423,Ratlam,Taal,Wheat,Medium,FAQ,2000,2450,2090,2023-05-09
214,Ratlam,A lot,Wheat,Medium,FAQ,1819,2212,2075,2023-05-09
2711,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2390,3085,2680,2023-05-09
2640,Ratlam,Ratlam,Wheat,Other,FAQ,1835,2124,2080,2023-05-09
197,Ratlam,A lot,Wheat,Medium,FAQ,1797,2226,2090,2023-05-10
2646,Ratlam,Ratlam,Wheat,Other,FAQ,1843,2124,2065,2023-05-10
939,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2600,2300,2023-05-10
1906,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2885,2370,2023-05-10
3570,Ratlam,Sailana,Wheat,Other,FAQ,1600,2950,2100,2023-05-10
4424,Ratlam,Taal,Wheat,Medium,FAQ,2000,2460,2290,2023-05-10
2703,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2330,2995,2585,2023-05-10
1905,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2869,2390,2023-05-11
4428,Ratlam,Taal,Wheat,Medium,FAQ,2020,2580,2280,2023-05-11
2642,Ratlam,Ratlam,Wheat,Other,FAQ,1837,2124,2085,2023-05-11
3625,Ratlam,Sailana,Wheat,Other,FAQ,1940,2638,2300,2023-05-11
2704,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2346,3235,2760,2023-05-11
201,Ratlam,A lot,Wheat,Medium,FAQ,1800,2200,2080,2023-05-11
3590,Ratlam,Sailana,Wheat,Other,FAQ,1766,2651,2150,2023-05-12
1904,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2850,2415,2023-05-12
4623,Ratlam,Taal,Wheat,Other,FAQ,2000,2540,2260,2023-05-12
2651,Ratlam,Ratlam,Wheat,Other,FAQ,1850,2124,2065,2023-05-12
187,Ratlam,A lot,Wheat,Medium,FAQ,1711,2250,2118,2023-05-12
959,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2000,2600,2300,2023-05-12
2715,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2413,3217,2810,2023-05-12
1845,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1850,2800,2400,2023-05-13
188,Ratlam,A lot,Wheat,Medium,FAQ,1711,2250,2118,2023-05-13
3728,Ratlam,Sailana,Wheat,Other,FAQ,2225,2275,2275,2023-05-13
4646,Ratlam,Taal,Wheat,Other,FAQ,2200,2200,2200,2023-05-13
1848,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1900,2700,2410,2023-05-14
189,Ratlam,A lot,Wheat,Medium,FAQ,1711,2250,2118,2023-05-14
4448,Ratlam,Taal,Wheat,Medium,FAQ,2450,2450,2450,2023-05-14
1898,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2791,2365,2023-05-15
2661,Ratlam,Ratlam,Wheat,Other,FAQ,1967,2124,2050,2023-05-15
954,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1950,2750,2301,2023-05-15
4630,Ratlam,Taal,Wheat,Other,FAQ,2010,2480,2280,2023-05-15
2710,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2381,3026,2750,2023-05-15
172,Ratlam,A lot,Wheat,Medium,FAQ,1652,2267,2120,2023-05-15
2639,Ratlam,Ratlam,Wheat,Other,FAQ,1835,2124,2060,2023-05-16
2713,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2406,3446,2810,2023-05-16
950,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1919,2750,2307,2023-05-16
252,Ratlam,A lot,Wheat,Medium,FAQ,1985,2300,2125,2023-05-16
3577,Ratlam,Sailana,Wheat,Other,FAQ,1700,2626,2200,2023-05-16
1897,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2783,2370,2023-05-16
1896,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2766,2385,2023-05-17
2656,Ratlam,Ratlam,Wheat,Other,FAQ,1870,2124,2056,2023-05-17
2717,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2415,3617,2825,2023-05-17
235,Ratlam,A lot,Wheat,Medium,FAQ,1921,2340,2130,2023-05-17
942,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2700,2300,2023-05-17
3623,Ratlam,Sailana,Wheat,Other,FAQ,1925,2719,2250,2023-05-17
3639,Ratlam,Sailana,Wheat,Other,FAQ,1987,2450,2200,2023-05-18
4628,Ratlam,Taal,Wheat,Other,FAQ,2000,2610,2280,2023-05-18
971,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2060,2741,2300,2023-05-18
177,Ratlam,A lot,Wheat,Medium,FAQ,1700,2316,2140,2023-05-18
1913,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,3000,2365,2023-05-19
4617,Ratlam,Taal,Wheat,Other,FAQ,1990,2595,2290,2023-05-19
216,Ratlam,A lot,Wheat,Medium,FAQ,1825,2290,2157,2023-05-19
2707,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2363,3087,2780,2023-05-19
2660,Ratlam,Ratlam,Wheat,Other,FAQ,1921,2124,2090,2023-05-19
1900,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2126,2815,2405,2023-05-20
236,Ratlam,A lot,Wheat,Medium,FAQ,1927,2309,2170,2023-05-20
3606,Ratlam,Sailana,Wheat,Other,FAQ,1883,2726,2299,2023-05-20
972,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2060,2741,2300,2023-05-20
2658,Ratlam,Ratlam,Wheat,Other,FAQ,1896,2124,2070,2023-05-20
237,Ratlam,A lot,Wheat,Medium,FAQ,1927,2309,2170,2023-05-21
4621,Ratlam,Taal,Wheat,Other,FAQ,2000,2510,2280,2023-05-21
1843,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1850,2750,2400,2023-05-21
3726,Ratlam,Sailana,Wheat,Other,FAQ,2220,2291,2225,2023-05-22
1847,Ratlam,Ratlam,Wheat,Lok-1,FAQ,1880,2750,2410,2023-05-22
4425,Ratlam,Taal,Wheat,Medium,FAQ,2010,2010,2010,2023-05-22
238,Ratlam,A lot,Wheat,Medium,FAQ,1927,2309,2170,2023-05-22
2724,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2538,3475,2880,2023-05-23
1939,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2183,2751,2390,2023-05-23
973,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2080,2750,2300,2023-05-23
231,Ratlam,A lot,Wheat,Medium,FAQ,1901,2301,2181,2023-05-23
4631,Ratlam,Taal,Wheat,Other,FAQ,2010,2540,2290,2023-05-23
3638,Ratlam,Sailana,Wheat,Other,FAQ,1985,2736,2300,2023-05-23
3650,Ratlam,Sailana,Wheat,Other,FAQ,2000,2660,2271,2023-05-24
255,Ratlam,A lot,Wheat,Medium,FAQ,2000,2450,2231,2023-05-24
4618,Ratlam,Taal,Wheat,Other,FAQ,1990,2640,2280,2023-05-24
1940,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2190,2801,2415,2023-05-24
2723,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2480,3280,2775,2023-05-24
4614,Ratlam,Taal,Wheat,Other,FAQ,1980,2610,2290,2023-05-25
265,Ratlam,A lot,Wheat,Medium,FAQ,2029,2350,2240,2023-05-25
3620,Ratlam,Sailana,Wheat,Other,FAQ,1913,2861,2200,2023-05-25
1964,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2235,2801,2440,2023-05-25
955,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1950,2760,2300,2023-05-25
986,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,2130,2950,2300,2023-05-26
1960,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2230,2991,2440,2023-05-26
225,Ratlam,A lot,Wheat,Medium,FAQ,1899,2350,2246,2023-05-26
3616,Ratlam,Sailana,Wheat,Other,FAQ,1900,2850,2250,2023-05-26
4616,Ratlam,Taal,Wheat,Other,FAQ,1990,2560,2240,2023-05-26
2719,Ratlam,Ratlam,Wheat,Sharbati,FAQ,2446,3451,2775,2023-05-26
4626,Ratlam,Taal,Wheat,Other,FAQ,2000,2580,2260,2023-05-27
1943,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2200,2700,2400,2023-05-27
224,Ratlam,A lot,Wheat,Medium,FAQ,1899,2350,2240,2023-05-27
4635,Ratlam,Taal,Wheat,Other,FAQ,2050,2050,2050,2023-05-28
3707,Ratlam,Sailana,Wheat,Other,FAQ,2121,2350,2300,2023-05-28
1941,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2190,2850,2410,2023-05-28
951,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1950,2635,2300,2023-05-29
1936,Ratlam,Ratlam,Wheat,Lok-1,FAQ,2175,2800,2420,2023-05-29
3602,Ratlam,Sailana,Wheat,Other,FAQ,1851,2670,2401,2023-05-29
945,Ratlam,Jaora,Wheat,Lok -1 (Nilami Rate),FAQ,1900,2799,2300,2023-05-30
3579,Ratlam,Sailana,Wheat,Other,FAQ,1700,2700,2300,2023-05-30
