"Min,Max,Modal Price from Madhya Pradesh,Ratlam[Wheat] from 01-Jan-2023To29-Aug-2025 (Total-5016) (Total-5016)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
320,Ratlam,A lot,Wheat,Medium,FAQ,2350,2561,2405,08-Oct-23
321,Ratlam,A lot,Wheat,Medium,FAQ,2350,2600,2450,25-Sep-23
322,Ratlam,A lot,Wheat,Medium,FAQ,2350,2662,2426,09-Oct-23
323,Ratlam,A lot,Wheat,Medium,FAQ,2352,2471,2425,28-Aug-23
324,Ratlam,A lot,Wheat,Medium,FAQ,2352,2481,2381,31-Aug-23
325,Ratlam,A lot,Wheat,Medium,FAQ,2353,2506,2456,28-Sep-23
326,Ratlam,A lot,Wheat,Medium,FAQ,2353,2506,2456,29-Sep-23
327,Ratlam,A lot,Wheat,Medium,FAQ,2353,2632,2461,26-Sep-23
328,Ratlam,A lot,Wheat,Medium,FAQ,2363,2601,2392,01-Sep-23
329,Ratlam,A lot,Wheat,Medium,FAQ,2375,2435,2401,06-Oct-23
330,Ratlam,A lot,Wheat,Medium,FAQ,2380,2578,2471,22-Sep-23
331,Ratlam,A lot,Wheat,Medium,FAQ,2380,2651,2424,02-Sep-23
332,Ratlam,A lot,Wheat,Medium,FAQ,2380,2651,2424,03-Sep-23
333,Ratlam,A lot,Wheat,Medium,FAQ,2390,2675,2569,05-Dec-23
334,Ratlam,A lot,Wheat,Medium,FAQ,2390,2680,2480,10-Oct-23
335,Ratlam,A lot,Wheat,Medium,FAQ,2400,2562,2452,13-Dec-23
336,Ratlam,A lot,Wheat,Medium,FAQ,2400,2599,2530,20-Dec-23
337,Ratlam,A lot,Wheat,Medium,FAQ,2400,2621,2500,01-Dec-23
338,Ratlam,A lot,Wheat,Medium,FAQ,2400,2627,2505,13-Oct-23
339,Ratlam,A lot,Wheat,Medium,FAQ,2400,2627,2505,14-Oct-23
340,Ratlam,A lot,Wheat,Medium,FAQ,2400,2800,2485,15-Sep-23
341,Ratlam,A lot,Wheat,Medium,FAQ,2401,2738,2467,11-Dec-23
342,Ratlam,A lot,Wheat,Medium,FAQ,2401,2775,2575,14-Dec-23
343,Ratlam,A lot,Wheat,Medium,FAQ,2404,2540,2500,24-Nov-23
344,Ratlam,A lot,Wheat,Medium,FAQ,2404,2540,2511,25-Nov-23
345,Ratlam,A lot,Wheat,Medium,FAQ,2410,2755,2552,18-Dec-23
346,Ratlam,A lot,Wheat,Medium,FAQ,2424,2576,2555,11-Jan-23
347,Ratlam,A lot,Wheat,Medium,FAQ,2425,2521,2500,14-Sep-23
348,Ratlam,A lot,Wheat,Medium,FAQ,2425,2676,2528,12-Oct-23
349,Ratlam,A lot,Wheat,Medium,FAQ,2426,2690,2560,04-Dec-23
350,Ratlam,A lot,Wheat,Medium,FAQ,2432,2650,2561,06-Dec-23
351,Ratlam,A lot,Wheat,Medium,FAQ,2441,2725,2570,23-Nov-23
352,Ratlam,A lot,Wheat,Medium,FAQ,2450,2670,2560,22-Nov-23
353,Ratlam,A lot,Wheat,Medium,FAQ,2450,2700,2500,01-Nov-23
354,Ratlam,A lot,Wheat,Medium,FAQ,2450,2751,2652,26-Oct-23
355,Ratlam,A lot,Wheat,Medium,FAQ,2450,3000,2560,30-Oct-23
356,Ratlam,A lot,Wheat,Medium,FAQ,2452,2810,2651,28-Nov-23
357,Ratlam,A lot,Wheat,Medium,FAQ,2454,2720,2540,02-Dec-23
358,Ratlam,A lot,Wheat,Medium,FAQ,2454,2720,2576,03-Dec-23
359,Ratlam,A lot,Wheat,Medium,FAQ,2467,2602,2542,12-Dec-23
360,Ratlam,A lot,Wheat,Medium,FAQ,2470,2624,2575,27-Oct-23
361,Ratlam,A lot,Wheat,Medium,FAQ,2473,2780,2611,04-Nov-23
362,Ratlam,A lot,Wheat,Medium,FAQ,2473,2780,2611,05-Nov-23
363,Ratlam,A lot,Wheat,Medium,FAQ,2475,2600,2552,20-Nov-23
364,Ratlam,A lot,Wheat,Medium,FAQ,2480,2650,2580,03-Nov-23
365,Ratlam,A lot,Wheat,Medium,FAQ,2490,2701,2626,31-Oct-23
366,Ratlam,A lot,Wheat,Medium,FAQ,2491,2701,2597,19-Dec-23
367,Ratlam,A lot,Wheat,Medium,FAQ,2491,3000,2660,20-Oct-23
368,Ratlam,A lot,Wheat,Medium,FAQ,2500,2583,2540,04-Feb-23
369,Ratlam,A lot,Wheat,Medium,FAQ,2500,2583,2540,05-Feb-23
370,Ratlam,A lot,Wheat,Medium,FAQ,2500,2590,2560,05-Jan-23
371,Ratlam,A lot,Wheat,Medium,FAQ,2500,2600,2550,14-Jan-23
372,Ratlam,A lot,Wheat,Medium,FAQ,2500,2636,2547,08-Feb-23
373,Ratlam,A lot,Wheat,Medium,FAQ,2500,2650,2575,07-Feb-23
374,Ratlam,A lot,Wheat,Medium,FAQ,2500,2752,2572,06-Nov-23
375,Ratlam,A lot,Wheat,Medium,FAQ,2501,2501,2501,18-Feb-23
376,Ratlam,A lot,Wheat,Medium,FAQ,2501,2501,2501,19-Feb-23
377,Ratlam,A lot,Wheat,Medium,FAQ,2501,2836,2611,25-Oct-23
378,Ratlam,A lot,Wheat,Medium,FAQ,2510,2700,2634,09-Jan-23
379,Ratlam,A lot,Wheat,Medium,FAQ,2550,2600,2581,06-Jan-23
380,Ratlam,A lot,Wheat,Medium,FAQ,2550,2608,2590,12-Jan-23
381,Ratlam,A lot,Wheat,Medium,FAQ,2550,2659,2601,10-Feb-23
382,Ratlam,A lot,Wheat,Medium,FAQ,2550,2659,2601,11-Feb-23
383,Ratlam,A lot,Wheat,Medium,FAQ,2550,2665,2650,16-Jan-23
384,Ratlam,A lot,Wheat,Medium,FAQ,2551,2563,2563,18-Nov-23
385,Ratlam,A lot,Wheat,Medium,FAQ,2551,2616,2600,02-Jan-23
386,Ratlam,A lot,Wheat,Medium,FAQ,2551,2629,2571,03-Jan-23
387,Ratlam,A lot,Wheat,Medium,FAQ,2552,2701,2603,21-Oct-23
388,Ratlam,A lot,Wheat,Medium,FAQ,2556,2600,2586,03-Feb-23
389,Ratlam,A lot,Wheat,Medium,FAQ,2588,2602,2590,13-Jan-23
390,Ratlam,A lot,Wheat,Medium,FAQ,2600,2718,2700,17-Feb-23
391,Ratlam,A lot,Wheat,Medium,FAQ,2600,2718,2700,17-Jan-23
392,Ratlam,A lot,Wheat,Medium,FAQ,2626,2660,2630,01-Jan-23
393,Ratlam,A lot,Wheat,Medium,FAQ,2651,2828,2751,19-Jan-23
394,Ratlam,A lot,Wheat,Medium,FAQ,2702,2887,2850,20-Jan-23
395,Ratlam,A lot,Wheat,Medium,FAQ,2750,2802,2781,22-Jan-23
396,Ratlam,A lot,Wheat,Medium,FAQ,2813,3111,2850,23-Jan-23
397,Ratlam,A lot,Wheat,Medium,FAQ,2900,2977,2945,25-Jan-23
398,Ratlam,A lot,Wheat,Medium,FAQ,2900,2977,2977,26-Jan-23
399,Ratlam,A lot,Wheat,Mill Quality,FAQ,2040,2346,2290,19-Mar-24
400,Ratlam,A lot,Wheat,Mill Quality,FAQ,2075,2440,2361,15-Mar-24
401,Ratlam,A lot,Wheat,Mill Quality,FAQ,2076,2390,2331,18-Mar-24
402,Ratlam,A lot,Wheat,Mill Quality,FAQ,2076,2534,2512,11-Jun-25
403,Ratlam,A lot,Wheat,Mill Quality,FAQ,2120,2361,2300,16-Mar-24
404,Ratlam,A lot,Wheat,Mill Quality,FAQ,2125,2502,2335,14-Mar-24
405,Ratlam,A lot,Wheat,Mill Quality,FAQ,2141,4565,2320,03-Apr-24
406,Ratlam,A lot,Wheat,Mill Quality,FAQ,2160,2440,2300,12-Mar-24
407,Ratlam,A lot,Wheat,Mill Quality,FAQ,2175,2342,2326,28-Mar-24
408,Ratlam,A lot,Wheat,Mill Quality,FAQ,2175,2375,2300,13-Mar-24
409,Ratlam,A lot,Wheat,Mill Quality,FAQ,2180,2390,2351,02-Apr-24
410,Ratlam,A lot,Wheat,Mill Quality,FAQ,2199,2650,2370,06-Apr-24
411,Ratlam,A lot,Wheat,Mill Quality,FAQ,2200,2400,2400,01-Apr-24
412,Ratlam,A lot,Wheat,Mill Quality,FAQ,2220,2472,2410,18-Mar-25
413,Ratlam,A lot,Wheat,Mill Quality,FAQ,2251,2450,2400,07-Apr-25
414,Ratlam,A lot,Wheat,Mill Quality,FAQ,2252,2768,2381,15-Apr-24
415,Ratlam,A lot,Wheat,Mill Quality,FAQ,2260,2540,2402,20-Mar-25
416,Ratlam,A lot,Wheat,Mill Quality,FAQ,2264,2431,2400,17-Mar-25
417,Ratlam,A lot,Wheat,Mill Quality,FAQ,2266,2650,2300,16-Apr-24
418,Ratlam,A lot,Wheat,Mill Quality,FAQ,2270,2400,2281,05-Mar-24
419,Ratlam,A lot,Wheat,Mill Quality,FAQ,2282,2345,2330,21-Mar-24
420,Ratlam,A lot,Wheat,Mill Quality,FAQ,2284,2332,2321,20-Mar-24
421,Ratlam,A lot,Wheat,Mill Quality,FAQ,2290,2446,2415,21-Mar-25
422,Ratlam,A lot,Wheat,Mill Quality,FAQ,2300,2450,2430,08-Apr-25
423,Ratlam,A lot,Wheat,Mill Quality,FAQ,2300,2752,2391,25-Apr-24
424,Ratlam,A lot,Wheat,Mill Quality,FAQ,2301,2415,2380,04-Apr-25
425,Ratlam,A lot,Wheat,Mill Quality,FAQ,2304,2427,2380,25-Mar-25
426,Ratlam,A lot,Wheat,Mill Quality,FAQ,2305,2350,2360,08-Apr-24
427,Ratlam,A lot,Wheat,Mill Quality,FAQ,2310,2445,2300,26-Mar-24
428,Ratlam,A lot,Wheat,Mill Quality,FAQ,2312,2440,2340,27-Mar-25
429,Ratlam,A lot,Wheat,Mill Quality,FAQ,2313,2440,2390,05-Apr-25
430,Ratlam,A lot,Wheat,Mill Quality,FAQ,2320,2440,2409,02-Apr-25
431,Ratlam,A lot,Wheat,Mill Quality,FAQ,2324,2400,2330,27-Mar-24
432,Ratlam,A lot,Wheat,Mill Quality,FAQ,2326,2457,2398,26-Mar-25
433,Ratlam,A lot,Wheat,Mill Quality,FAQ,2329,2365,2355,04-Apr-24
434,Ratlam,A lot,Wheat,Mill Quality,FAQ,2332,2399,2399,03-Apr-25
435,Ratlam,A lot,Wheat,Mill Quality,FAQ,2339,2470,2454,09-Apr-25
436,Ratlam,A lot,Wheat,Mill Quality,FAQ,2340,2501,2450,01-May-25
437,Ratlam,A lot,Wheat,Mill Quality,FAQ,2345,2420,2400,07-Mar-24
438,Ratlam,A lot,Wheat,Mill Quality,FAQ,2350,2480,2440,15-Apr-25
439,Ratlam,A lot,Wheat,Mill Quality,FAQ,2351,2402,2381,11-Mar-24
440,Ratlam,A lot,Wheat,Mill Quality,FAQ,2355,2492,2471,17-Apr-25
441,Ratlam,A lot,Wheat,Mill Quality,FAQ,2356,2540,2481,07-May-25
442,Ratlam,A lot,Wheat,Mill Quality,FAQ,2363,2501,2430,28-Apr-25
443,Ratlam,A lot,Wheat,Mill Quality,FAQ,2365,2485,2470,16-Apr-25
444,Ratlam,A lot,Wheat,Mill Quality,FAQ,2367,2475,2440,11-Apr-25
445,Ratlam,A lot,Wheat,Mill Quality,FAQ,2367,2542,2479,25-Apr-25
446,Ratlam,A lot,Wheat,Mill Quality,FAQ,2370,2490,2496,03-Jun-24
447,Ratlam,A lot,Wheat,Mill Quality,FAQ,2371,2550,2440,23-Apr-25
448,Ratlam,A lot,Wheat,Mill Quality,FAQ,2371,2647,2450,02-May-25
449,Ratlam,A lot,Wheat,Mill Quality,FAQ,2372,2441,2433,24-Mar-25
450,Ratlam,A lot,Wheat,Mill Quality,FAQ,2372,2546,2461,24-Apr-25
451,Ratlam,A lot,Wheat,Mill Quality,FAQ,2373,2556,2556,08-May-25
452,Ratlam,A lot,Wheat,Mill Quality,FAQ,2376,2495,2440,16-Jun-25
453,Ratlam,A lot,Wheat,Mill Quality,FAQ,2376,2561,2481,29-Apr-25
454,Ratlam,A lot,Wheat,Mill Quality,FAQ,2376,2680,2495,17-May-25
455,Ratlam,A lot,Wheat,Mill Quality,FAQ,2380,2540,2515,05-May-25
456,Ratlam,A lot,Wheat,Mill Quality,FAQ,2382,2510,2490,30-May-25
457,Ratlam,A lot,Wheat,Mill Quality,FAQ,2386,2527,2481,16-May-25
458,Ratlam,A lot,Wheat,Mill Quality,FAQ,2390,2390,2250,06-Mar-24
459,Ratlam,A lot,Wheat,Mill Quality,FAQ,2390,2503,2444,19-Apr-25
460,Ratlam,A lot,Wheat,Mill Quality,FAQ,2390,2590,2475,03-May-25
461,Ratlam,A lot,Wheat,Mill Quality,FAQ,2393,2540,2517,02-Jun-25
462,Ratlam,A lot,Wheat,Mill Quality,FAQ,2394,2575,2490,14-May-25
463,Ratlam,A lot,Wheat,Mill Quality,FAQ,2399,2571,2475,21-Apr-25
464,Ratlam,A lot,Wheat,Mill Quality,FAQ,2400,2586,2471,22-Apr-25
465,Ratlam,A lot,Wheat,Mill Quality,FAQ,2402,2625,2562,20-May-25
466,Ratlam,A lot,Wheat,Mill Quality,FAQ,2405,2580,2515,19-May-25
467,Ratlam,A lot,Wheat,Mill Quality,FAQ,2405,2593,2574,23-May-25
468,Ratlam,A lot,Wheat,Mill Quality,FAQ,2409,2515,2485,31-May-25
469,Ratlam,A lot,Wheat,Mill Quality,FAQ,2410,2627,2499,12-Jun-25
470,Ratlam,A lot,Wheat,Mill Quality,FAQ,2412,2537,2488,06-May-25
471,Ratlam,A lot,Wheat,Mill Quality,FAQ,2415,2576,2514,13-May-25
472,Ratlam,A lot,Wheat,Mill Quality,FAQ,2415,2593,2495,05-Jun-25
473,Ratlam,A lot,Wheat,Mill Quality,FAQ,2417,2553,2471,04-Jun-25
474,Ratlam,A lot,Wheat,Mill Quality,FAQ,2420,2603,2539,28-May-25
475,Ratlam,A lot,Wheat,Mill Quality,FAQ,2420,2630,2552,27-May-25
476,Ratlam,A lot,Wheat,Mill Quality,FAQ,2423,2524,2491,03-Jun-25
477,Ratlam,A lot,Wheat,Mill Quality,FAQ,2424,2460,2401,16-May-24
478,Ratlam,A lot,Wheat,Mill Quality,FAQ,2426,2528,2493,06-Jun-25
479,Ratlam,A lot,Wheat,Mill Quality,FAQ,2427,2479,2479,20-Jun-25
480,Ratlam,A lot,Wheat,Mill Quality,FAQ,2429,2504,2510,05-Jun-24
481,Ratlam,A lot,Wheat,Mill Quality,FAQ,2430,2590,2511,09-Jun-25
482,Ratlam,A lot,Wheat,Mill Quality,FAQ,2431,2508,2508,24-Jun-25
483,Ratlam,A lot,Wheat,Mill Quality,FAQ,2431,2549,2528,10-Jun-25
484,Ratlam,A lot,Wheat,Mill Quality,FAQ,2434,2558,2750,27-May-24
485,Ratlam,A lot,Wheat,Mill Quality,FAQ,2435,2585,2553,26-May-25
486,Ratlam,A lot,Wheat,Mill Quality,FAQ,2435,2592,2592,22-May-25
487,Ratlam,A lot,Wheat,Mill Quality,FAQ,2450,2548,2526,09-May-25
488,Ratlam,A lot,Wheat,Mill Quality,FAQ,2460,2460,2460,04-Jul-25
489,Ratlam,A lot,Wheat,Mill Quality,FAQ,2460,2494,2494,15-May-25
490,Ratlam,A lot,Wheat,Mill Quality,FAQ,2463,2616,2616,21-May-25
491,Ratlam,A lot,Wheat,Mill Quality,FAQ,2465,2477,2464,04-Jun-24
492,Ratlam,A lot,Wheat,Mill Quality,FAQ,2475,2512,2506,13-Jun-25
493,Ratlam,A lot,Wheat,Mill Quality,FAQ,2479,2516,2500,21-Jun-25
494,Ratlam,A lot,Wheat,Mill Quality,FAQ,2481,2511,2470,01-Jun-24
495,Ratlam,A lot,Wheat,Mill Quality,FAQ,2483,2499,2499,23-Jun-25
496,Ratlam,A lot,Wheat,Mill Quality,FAQ,2490,2490,2490,10-Jul-25
497,Ratlam,A lot,Wheat,Mill Quality,FAQ,2490,2490,2525,31-May-24
498,Ratlam,A lot,Wheat,Mill Quality,FAQ,2490,2576,2576,15-Jul-25
499,Ratlam,A lot,Wheat,Mill Quality,FAQ,2500,2761,2530,26-Apr-24
500,Ratlam,A lot,Wheat,Mill Quality,FAQ,2505,2520,2520,18-Apr-25
501,Ratlam,A lot,Wheat,Mill Quality,FAQ,2528,2528,2528,09-Jul-25
502,Ratlam,A lot,Wheat,Mill Quality,FAQ,2538,2540,2540,08-Jul-25
503,Ratlam,A lot,Wheat,Mill Quality,FAQ,2540,2540,2559,11-Jun-24
504,Ratlam,A lot,Wheat,Mill Quality,FAQ,2568,2568,2570,07-Jun-24
505,Ratlam,A lot,Wheat,Mill Quality,FAQ,2574,2580,2511,29-May-24
506,Ratlam,A lot,Wheat,Mill Quality,FAQ,2582,2582,2475,28-May-24
507,Ratlam,A lot,Wheat,Mill Quality,FAQ,2642,2663,2663,11-Sep-24
508,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2310,2435,2410,18-Mar-25
509,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2322,2410,2400,17-Mar-25
510,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2330,2425,2415,21-Mar-25
511,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2372,2415,2402,20-Mar-25
512,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2375,2491,2491,11-Mar-25
513,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2400,2436,2433,24-Mar-25
514,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2428,2500,2500,13-Mar-25
515,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2448,2488,2488,15-Mar-25
516,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2450,2450,2450,14-Jul-25
517,Ratlam,A lot,Wheat,Mohan Mondal,Non-FAQ,2460,2460,2460,27-Mar-25
518,Ratlam,A lot,Wheat,Other,FAQ,2520,2530,2530,12-Apr-25
519,Ratlam,A lot,Wheat,Other,FAQ,2550,2550,2550,11-Apr-25
520,Ratlam,A lot,Wheat,PISSI,FAQ,2431,2431,2431,23-Apr-25
521,Ratlam,A lot,Wheat,Wheat,FAQ,1031,2507,2413,03-May-25
522,Ratlam,A lot,Wheat,Wheat,FAQ,1452,2770,2700,30-Jul-25
523,Ratlam,A lot,Wheat,Wheat,FAQ,1500,2626,2350,25-Apr-25
524,Ratlam,A lot,Wheat,Wheat,FAQ,1501,2466,2420,01-May-25
525,Ratlam,A lot,Wheat,Wheat,FAQ,1501,2518,2490,05-Jun-25
526,Ratlam,A lot,Wheat,Wheat,FAQ,1526,2535,2440,13-May-25
527,Ratlam,A lot,Wheat,Wheat,FAQ,1556,2542,2400,31-May-25
528,Ratlam,A lot,Wheat,Wheat,FAQ,1640,2550,2498,14-May-25
529,Ratlam,A lot,Wheat,Wheat,FAQ,1700,2681,2476,22-Apr-25
530,Ratlam,A lot,Wheat,Wheat,FAQ,1701,2570,2499,09-Jun-25
531,Ratlam,A lot,Wheat,Wheat,FAQ,1701,2625,2426,15-Apr-25
532,Ratlam,A lot,Wheat,Wheat,FAQ,1712,2730,2730,17-Sep-24
533,Ratlam,A lot,Wheat,Wheat,FAQ,1832,2730,2471,17-Apr-25
534,Ratlam,A lot,Wheat,Wheat,FAQ,2000,2542,2450,08-May-25
535,Ratlam,A lot,Wheat,Wheat,FAQ,2000,2568,2545,09-Jul-25
536,Ratlam,A lot,Wheat,Wheat,FAQ,2023,2701,2500,11-Mar-25
537,Ratlam,A lot,Wheat,Wheat,FAQ,2063,2720,2718,12-Aug-24
538,Ratlam,A lot,Wheat,Wheat,FAQ,2100,2600,2451,10-Mar-25
539,Ratlam,A lot,Wheat,Wheat,FAQ,2100,2614,2425,08-Jul-25
540,Ratlam,A lot,Wheat,Wheat,FAQ,2105,2803,2600,28-Feb-25
541,Ratlam,A lot,Wheat,Wheat,FAQ,2123,2601,2483,16-May-25
542,Ratlam,A lot,Wheat,Wheat,FAQ,2130,2481,2472,15-Mar-25
543,Ratlam,A lot,Wheat,Wheat,FAQ,2145,3012,3012,14-Nov-24
544,Ratlam,A lot,Wheat,Wheat,FAQ,2150,2587,2491,09-Apr-25
545,Ratlam,A lot,Wheat,Wheat,FAQ,2151,2625,2400,19-May-25
546,Ratlam,A lot,Wheat,Wheat,FAQ,2151,2785,2690,01-Mar-25
547,Ratlam,A lot,Wheat,Wheat,FAQ,2167,2696,2501,12-Mar-25
548,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2203,2201,20-Jul-25
549,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2400,2400,10-Apr-25
550,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2400,2400,14-Apr-25
551,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2541,2385,04-Apr-25
552,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2630,2550,11-Jul-25
553,Ratlam,A lot,Wheat,Wheat,FAQ,2207,2651,2401,23-Apr-25
554,Ratlam,A lot,Wheat,Wheat,FAQ,2222,2490,2391,02-May-25
555,Ratlam,A lot,Wheat,Wheat,FAQ,2226,2796,2625,05-Mar-25
556,Ratlam,A lot,Wheat,Wheat,FAQ,2250,2571,2389,03-Apr-25
557,Ratlam,A lot,Wheat,Wheat,FAQ,2251,2680,2475,07-Mar-25
558,Ratlam,A lot,Wheat,Wheat,FAQ,2257,2470,2439,18-Mar-25
559,Ratlam,A lot,Wheat,Wheat,FAQ,2266,2444,2341,17-Mar-25
560,Ratlam,A lot,Wheat,Wheat,FAQ,2275,2622,2599,06-Mar-25
561,Ratlam,A lot,Wheat,Wheat,FAQ,2280,2541,2400,02-Apr-25
562,Ratlam,A lot,Wheat,Wheat,FAQ,2280,2550,2400,05-Apr-25
563,Ratlam,A lot,Wheat,Wheat,FAQ,2281,2900,2800,25-Nov-24
564,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2411,2376,20-Mar-25
565,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2563,2431,07-Apr-25
566,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2608,2445,11-Apr-25
567,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2661,2470,21-Apr-25
568,Ratlam,A lot,Wheat,Wheat,FAQ,2301,2571,2470,04-Jun-25
569,Ratlam,A lot,Wheat,Wheat,FAQ,2305,2644,2430,08-Apr-25
570,Ratlam,A lot,Wheat,Wheat,FAQ,2306,2541,2350,28-Apr-25
571,Ratlam,A lot,Wheat,Wheat,FAQ,2309,2765,2727,16-Aug-24
572,Ratlam,A lot,Wheat,Wheat,FAQ,2310,2460,2460,27-Apr-25
573,Ratlam,A lot,Wheat,Wheat,FAQ,2313,2384,2384,06-Apr-25
574,Ratlam,A lot,Wheat,Wheat,FAQ,2314,2410,2370,18-Apr-25
575,Ratlam,A lot,Wheat,Wheat,FAQ,2314,2670,2381,24-Apr-25
576,Ratlam,A lot,Wheat,Wheat,FAQ,2316,2364,2364,20-Apr-25
577,Ratlam,A lot,Wheat,Wheat,FAQ,2318,2318,2318,25-Mar-25
578,Ratlam,A lot,Wheat,Wheat,FAQ,2325,2606,2606,06-Aug-24
579,Ratlam,A lot,Wheat,Wheat,FAQ,2325,2628,2548,27-May-25
580,Ratlam,A lot,Wheat,Wheat,FAQ,2331,2672,2657,28-Aug-25
581,Ratlam,A lot,Wheat,Wheat,FAQ,2332,2626,2340,01-Apr-25
582,Ratlam,A lot,Wheat,Wheat,FAQ,2335,2380,2380,12-Apr-25
583,Ratlam,A lot,Wheat,Wheat,FAQ,2336,2685,2475,19-Apr-25
584,Ratlam,A lot,Wheat,Wheat,FAQ,2340,2517,2380,17-Jun-25
585,Ratlam,A lot,Wheat,Wheat,FAQ,2346,2592,2466,16-Apr-25
586,Ratlam,A lot,Wheat,Wheat,FAQ,2350,2450,2450,30-Apr-25
587,Ratlam,A lot,Wheat,Wheat,FAQ,2350,2520,2480,18-Jun-25
588,Ratlam,A lot,Wheat,Wheat,FAQ,2350,2541,2480,19-Jun-25
589,Ratlam,A lot,Wheat,Wheat,FAQ,2350,2596,2559,20-May-25
590,Ratlam,A lot,Wheat,Wheat,FAQ,2350,2720,2628,24-Jul-25
591,Ratlam,A lot,Wheat,Wheat,FAQ,2351,2531,2498,24-Jun-25
592,Ratlam,A lot,Wheat,Wheat,FAQ,2351,2540,2540,26-Jun-25
593,Ratlam,A lot,Wheat,Wheat,FAQ,2351,2604,2551,21-May-25
594,Ratlam,A lot,Wheat,Wheat,FAQ,2360,2510,2500,23-Jun-25
595,Ratlam,A lot,Wheat,Wheat,FAQ,2360,2580,2475,30-May-25
596,Ratlam,A lot,Wheat,Wheat,FAQ,2360,2626,2420,29-Apr-25
597,Ratlam,A lot,Wheat,Wheat,FAQ,2361,2530,2488,15-May-25
598,Ratlam,A lot,Wheat,Wheat,FAQ,2365,2572,2445,12-Jun-25
599,Ratlam,A lot,Wheat,Wheat,FAQ,2368,2626,2505,13-Jun-25
600,Ratlam,A lot,Wheat,Wheat,FAQ,2370,2549,2480,20-Jun-25
601,Ratlam,A lot,Wheat,Wheat,FAQ,2370,2571,2400,25-Jun-25
602,Ratlam,A lot,Wheat,Wheat,FAQ,2370,2600,2510,02-Jun-25
603,Ratlam,A lot,Wheat,Wheat,FAQ,2370,2631,2486,06-Jun-25
604,Ratlam,A lot,Wheat,Wheat,FAQ,2372,2572,2551,05-Jul-25
605,Ratlam,A lot,Wheat,Wheat,FAQ,2375,2568,2551,10-Jul-25
606,Ratlam,A lot,Wheat,Wheat,FAQ,2376,2517,2480,21-Jun-25
607,Ratlam,A lot,Wheat,Wheat,FAQ,2379,2396,2381,27-Mar-25
608,Ratlam,A lot,Wheat,Wheat,FAQ,2380,2617,2546,28-May-25
609,Ratlam,A lot,Wheat,Wheat,FAQ,2388,2538,2434,11-Jun-25
610,Ratlam,A lot,Wheat,Wheat,FAQ,2390,2546,2545,03-Jul-25
611,Ratlam,A lot,Wheat,Wheat,FAQ,2390,2570,2482,07-May-25
612,Ratlam,A lot,Wheat,Wheat,FAQ,2390,2576,2500,04-Jul-25
613,Ratlam,A lot,Wheat,Wheat,FAQ,2390,2690,2591,16-Jul-25
614,Ratlam,A lot,Wheat,Wheat,FAQ,2395,2520,2520,29-May-25
615,Ratlam,A lot,Wheat,Wheat,FAQ,2399,2525,2516,09-May-25
616,Ratlam,A lot,Wheat,Wheat,FAQ,2399,2559,2532,27-Jun-25
617,Ratlam,A lot,Wheat,Wheat,FAQ,2399,2676,2574,17-Jul-25
618,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2425,2400,26-Apr-25
619,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2440,2440,12-Jul-25
620,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2480,2400,01-Jun-25
621,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2500,2460,24-May-25
622,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2513,2500,24-Aug-25
623,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2537,2491,03-Jun-25
624,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2563,2421,16-Jun-25
625,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2593,2550,30-Jun-25
626,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2631,2599,19-Jul-25
627,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2637,2540,26-May-25
628,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2664,2450,15-Jul-25
629,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2675,2570,22-May-25
630,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2685,2613,21-Jul-25
631,Ratlam,A lot,Wheat,Wheat,FAQ,2400,2695,2669,21-Aug-25
